3.02,6.9925,15.039725
4.8025,10.7725,15.099425
5.6375,13.0425,15.173475
6.3125,14.4675,15.255025
6.59,15.095,15.340075
6.8975,15.4975,15.426075
6.995,15.6425,15.512550000000001
7.145,16.1675,15.602775000000001
7.07,16.2875,15.69495
7.4125,16.4125,15.78495
7.4025,16.675,15.877675
7.6,16.66,15.968275
7.835,16.615,16.056075
8.0075,16.7775,16.143775
8.235,16.7675,16.229100000000003
8.35,16.7825,16.313425000000002
8.3375,17.03,16.400350000000003
8.4775,17.255,16.488125000000004
8.565,17.2525,16.575000000000003
8.64,17.2175,16.660775000000005
8.6225,17.3875,16.748425000000005
8.765,17.6325,16.837100000000003
8.94,17.635,16.924050000000005
8.8775,18.0225,17.015500000000003
9.155,17.9925,17.103875000000002
9.14,17.895,17.191425000000002
9.39,18.23,17.279825000000002
9.5725,18.0175,17.364275000000003
9.795,18.2275,17.448600000000003
9.86,18.4725,17.534725
9.92,18.5225,17.62075
9.88,18.515,17.7071
10.0175,18.645,17.793375
10.315,18.62,17.876425
10.3875,18.715,17.9597
10.4175,18.65,18.042025000000002
10.495,18.845,18.125525000000003
10.66,19.1225,18.210150000000002
10.685,19.1775,18.295075
11.02,19.18,18.376675000000002
11.1475,19.65,18.461700000000004
11.3525,20.0125,18.548300000000005
11.3675,19.785,18.632475000000003
11.545,19.905,18.716075000000004
11.595,20.1375,18.801500000000004
11.745,20.505,18.889100000000003
11.9925,20.42,18.973375000000004
12.11,20.3925,19.056200000000004
12.1425,20.495,19.139725000000006
12.4275,20.7125,19.222575000000006
12.5775,20.74,19.304200000000005
12.6,20.785,19.386050000000004
13.125,20.9175,19.463975000000005
13.2425,20.8725,19.540275000000005
13.2875,21.14,19.618800000000004
13.4925,21.1375,19.695250000000005
13.7975,21.315,19.770425000000007
13.96,21.3625,19.844450000000005
14.215,21.64,19.918700000000005
14.3175,22.06,19.996125000000006
14.72,22.3,20.071925000000007
14.8625,22.41,20.147400000000008
14.945,22.7925,20.22587500000001
15.1225,22.6825,20.30147500000001
15.17,22.645,20.376225000000012
15.4725,22.75,20.449000000000012
15.6975,23.3275,20.525300000000012
15.8525,23.585,20.60262500000001
16.065,23.7525,20.67950000000001
16.2575,23.81,20.75502500000001
16.4775,24.0625,20.83087500000001
16.6575,24.2675,20.90697500000001
16.765,24.405,20.98337500000001
16.8675,24.5475,21.060175000000008
17.0375,24.755,21.13735000000001
17.3425,24.9225,21.21315000000001
17.5475,25.27,21.290375000000008
17.85,25.4675,21.366550000000007
18.0175,25.7825,21.444200000000006
18.31,25.9225,21.520325000000007
18.45,26.07,21.596525000000007
18.745,26.14,21.670475000000007
19.1175,26.2325,21.741625000000006
19.5075,26.5975,21.812525000000008
19.8675,26.6225,21.88007500000001
20.165,26.72,21.945625000000007
20.4575,27.0275,22.011325000000006
20.6625,26.97,22.074400000000008
20.87,27.2,22.13770000000001
21.0075,27.675,22.20437500000001
21.12,27.925,22.27242500000001
21.375,28.33,22.34197500000001
21.685,28.7125,22.412250000000007
22.01,29.0575,22.482725000000006
22.6275,29.25,22.548950000000005
22.9475,29.5025,22.614500000000007
23.3375,29.705,22.678175000000007
23.595,29.9975,22.742200000000008
24.02,30.265,22.804650000000006
24.2775,30.6025,22.867900000000006
24.575,30.915,22.931300000000007
25.1025,30.9875,22.990150000000007
25.4975,31.32,23.048375000000007
25.865,31.6925,23.106650000000005
26.1825,31.9375,23.164200000000005
26.74,32.08,23.217600000000004
27.1025,32.475,23.271325000000004
27.3975,32.8225,23.325575000000004
27.7475,33.05,23.378600000000006
28.1625,33.3875,23.430850000000007
28.5975,33.635,23.481225000000006
28.91,33.97,23.531825000000005
29.3575,34.195,23.580200000000005
29.6025,34.475,23.628925000000006
29.9975,34.77,23.676650000000006
30.325,35.2575,23.725975000000005
30.62,35.5725,23.775500000000005
30.9575,35.8525,23.824450000000006
31.415,36.1725,23.872025000000004
31.7025,36.605,23.921050000000005
32.065,37.0125,23.970525000000006
32.4075,37.2725,24.019175000000004
32.7925,37.6575,24.067825000000003
33.15,38.0175,24.116500000000002
33.5525,38.3025,24.164
34.1125,38.695,24.209825000000002
34.535,39.0375,24.25485
34.91,39.495,24.300700000000003
35.325,39.8475,24.345925
35.75,40.185,24.390275000000003
36.16,40.5725,24.434400000000004
36.6625,41.055,24.478325000000005
37.0875,41.57,24.523150000000005
37.5875,42.1325,24.568600000000004
38.0675,42.535,24.613275000000005
38.535,43.045,24.658375000000007
39.03,43.4775,24.702850000000005
39.4525,43.865,24.746975000000006
40.0075,44.26,24.789500000000007
40.5675,44.7125,24.83095000000001
41.0875,45.16,24.871675000000007
41.5575,45.6525,24.912625000000006
42.0775,46.225,24.954100000000004
42.55,46.7275,24.995875000000005
43.105,47.2875,25.037700000000005
43.505,47.7025,25.079675000000005
43.8575,48.045,25.121550000000006
44.055,48.28,25.163800000000005
44.165,48.415,25.206300000000006
44.275,48.4575,25.248125000000005
44.335,48.42,25.288975000000004
44.325,48.2575,25.328300000000006
44.1725,48.0275,25.366850000000007
44.0425,47.7625,25.404050000000005
43.8325,47.51,25.440825000000004
43.6175,47.3075,25.477725000000003
43.355,47.1075,25.51525
43.2025,46.66,25.549825000000002
42.9175,46.2925,25.583575000000003
42.635,45.92,25.616425000000003
42.165,45.585,25.650625
41.875,45.1825,25.6837
41.605,44.7775,25.715425000000003
41.4,44.4175,25.745600000000003
41.0925,43.9175,25.773850000000003
40.7925,43.5275,25.8012
40.6825,43.045,25.824825
40.4175,42.635,25.847
40.19,42.19,25.867
